one,two,three
1.0,1.0,2.0
76.0,71.0,78.0
0.0,0.0,0.0
5.0,4.0,6.0
21.0,29.0,24.0
89.0,96.0,110.0
2.0,6.0,4.0
1.0,4.0,1.0
28.0,23.0,24.0
1.0,3.0,7.0
67.0,63.0,63.0
15.0,14.0,17.0
94.0,72.0,83.0
58.0,58.0,67.0
36.0,33.0,35.0
10.0,11.0,6.0
13.0,15.0,15.0
4.0,6.0,7.0
5.0,5.0,6.0
10.0,4.0,8.0
9.0,9.0,10.0
3.0,6.0,3.0
20.0,16.0,15.0
1.0,2.0,1.0
15.0,24.0,19.0
6.0,4.0,5.0
4.0,10.0,6.0
42.0,48.0,38.0
7.0,7.0,6.0
29.0,20.0,25.0
78.0,76.0,65.0
164.0,160.0,157.0
50.0,40.0,40.0
8.0,1.0,9.0
16.0,17.0,27.0
31.0,30.0,25.0
9.0,5.0,7.0
13.0,19.0,21.0
36.0,34.0,42.0
0.0,0.0,0.0
26.0,24.0,27.0
58.0,47.0,42.0
7.0,7.0,9.0
14.0,18.0,14.0
26.0,27.0,24.0
1.0,0.0,0.0
39.0,34.0,36.0
24.0,19.0,19.0
7.0,4.0,6.0
8.0,12.0,8.0
71.0,70.0,80.0
20.0,16.0,26.0
14.0,18.0,17.0
13.0,15.0,14.0
12.0,16.0,17.0
0.0,0.0,0.0
70.0,49.0,58.0
109.0,127.0,110.0
53.0,41.0,44.0
1.0,1.0,0.0
16.0,12.0,13.0
11.0,7.0,11.0
35.0,31.0,31.0
13.0,13.0,13.0
5.0,11.0,9.0
49.0,58.0,55.0
7.0,6.0,4.0
10.0,7.0,9.0
6.0,7.0,8.0
7.0,4.0,5.0
9.0,10.0,7.0
16.0,20.0,19.0
7.0,11.0,11.0
4.0,3.0,4.0
9.0,6.0,9.0
37.0,38.0,33.0
2.0,4.0,2.0
59.0,58.0,53.0
14.0,20.0,21.0
21.0,22.0,20.0
28.0,26.0,33.0
15.0,11.0,13.0
24.0,22.0,17.0
15.0,20.0,20.0
7.0,13.0,9.0
20.0,23.0,25.0
0.0,0.0,0.0
23.0,31.0,24.0
21.0,30.0,25.0
83.0,84.0,82.0
4.0,4.0,5.0
18.0,16.0,16.0
7.0,2.0,2.0
2.0,4.0,6.0
2.0,1.0,2.0
8.0,6.0,4.0
51.0,31.0,37.0
0.0,0.0,0.0
0.0,0.0,0.0
30.0,21.0,30.0
10.0,13.0,7.0
22.0,27.0,25.0
26.0,24.0,28.0
8.0,4.0,7.0
22.0,9.0,8.0
9.0,7.0,11.0
20.0,16.0,15.0
9.0,8.0,4.0
6.0,1.0,2.0
2.0,3.0,4.0
18.0,12.0,26.0
55.0,54.0,47.0
89.0,86.0,85.0
28.0,34.0,30.0
43.0,47.0,46.0
44.0,36.0,36.0
0.0,0.0,0.0
5.0,3.0,4.0
11.0,9.0,16.0
30.0,24.0,22.0
61.0,43.0,67.0
41.0,31.0,50.0
6.0,6.0,5.0
18.0,22.0,18.0
14.0,12.0,17.0
24.0,37.0,28.0
33.0,43.0,28.0
30.0,26.0,24.0
62.0,48.0,56.0
83.0,73.0,68.0
34.0,31.0,27.0
29.0,32.0,36.0
15.0,14.0,12.0
32.0,45.0,38.0
17.0,11.0,27.0
57.0,66.0,52.0
21.0,30.0,20.0
0.0,0.0,0.0
25.0,23.0,24.0
2.0,2.0,3.0
11.0,18.0,19.0
4.0,0.0,3.0
8.0,11.0,6.0
129.0,121.0,146.0
16.0,11.0,18.0
16.0,15.0,19.0
8.0,11.0,15.0
64.0,67.0,53.0
30.0,25.0,29.0
60.0,54.0,45.0
1.0,0.0,0.0
40.0,32.0,36.0
10.0,8.0,6.0
18.0,18.0,25.0
13.0,10.0,7.0
28.0,25.0,14.0
0.0,0.0,0.0
40.0,42.0,46.0
22.0,28.0,22.0
13.0,15.0,12.0
16.0,8.0,12.0
4.0,8.0,7.0
3.0,4.0,1.0
7.0,8.0,9.0
51.0,43.0,53.0
14.0,13.0,8.0
5.0,5.0,6.0
47.0,47.0,41.0
21.0,12.0,15.0
138.0,144.0,135.0
16.0,11.0,7.0
62.0,46.0,61.0
21.0,15.0,14.0
96.0,94.0,105.0
17.0,25.0,25.0
15.0,9.0,14.0
36.0,39.0,43.0
5.0,4.0,2.0
81.0,95.0,83.0
4.0,10.0,9.0
9.0,7.0,9.0
5.0,6.0,12.0
47.0,50.0,39.0
13.0,12.0,11.0
37.0,40.0,49.0
2.0,9.0,10.0
9.0,11.0,11.0
5.0,6.0,7.0
11.0,9.0,3.0
7.0,7.0,8.0
4.0,6.0,12.0
10.0,11.0,13.0
8.0,10.0,10.0
12.0,9.0,9.0
24.0,19.0,17.0
25.0,33.0,31.0
0.0,0.0,0.0
57.0,59.0,45.0
10.0,2.0,4.0
5.0,2.0,2.0
9.0,3.0,6.0
9.0,16.0,18.0
15.0,10.0,21.0
21.0,15.0,12.0
15.0,7.0,13.0
27.0,33.0,23.0
15.0,10.0,10.0
120.0,96.0,101.0
8.0,23.0,13.0
3.0,7.0,4.0
7.0,7.0,6.0
85.0,86.0,96.0
17.0,15.0,12.0
10.0,12.0,10.0
18.0,14.0,18.0
56.0,56.0,58.0
4.0,1.0,3.0
3.0,3.0,4.0
27.0,24.0,22.0
34.0,23.0,30.0
2.0,5.0,6.0
1.0,2.0,5.0
8.0,6.0,8.0
36.0,30.0,33.0
14.0,7.0,6.0
9.0,9.0,7.0
5.0,3.0,5.0
4.0,2.0,3.0
4.0,6.0,4.0
27.0,27.0,23.0
18.0,32.0,24.0
3.0,1.0,1.0
13.0,13.0,7.0
16.0,22.0,9.0
8.0,6.0,8.0
14.0,5.0,5.0
31.0,33.0,23.0
32.0,23.0,30.0
46.0,46.0,38.0
0.0,0.0,0.0
7.0,7.0,5.0
47.0,54.0,53.0
10.0,8.0,4.0
64.0,60.0,57.0
30.0,25.0,33.0
0.0,1.0,0.0
20.0,27.0,18.0
33.0,42.0,39.0
6.0,1.0,1.0
0.0,0.0,0.0
4.0,2.0,1.0
60.0,59.0,49.0
8.0,13.0,13.0
0.0,0.0,0.0
25.0,24.0,15.0
9.0,10.0,11.0
5.0,8.0,12.0
17.0,17.0,28.0
18.0,9.0,16.0
8.0,3.0,4.0
60.0,60.0,69.0
75.0,77.0,69.0
25.0,28.0,27.0
14.0,10.0,15.0
41.0,36.0,43.0
160.0,158.0,164.0
37.0,29.0,31.0
67.0,70.0,57.0
0.0,0.0,1.0
19.0,15.0,15.0
21.0,25.0,22.0
7.0,6.0,12.0
18.0,20.0,24.0
7.0,11.0,10.0
24.0,18.0,18.0
22.0,20.0,26.0
9.0,5.0,8.0
12.0,7.0,6.0
11.0,9.0,14.0
46.0,33.0,48.0
30.0,39.0,39.0
11.0,6.0,9.0
33.0,28.0,30.0
3.0,5.0,2.0
8.0,6.0,7.0
7.0,2.0,5.0
8.0,2.0,5.0
38.0,31.0,28.0
25.0,20.0,29.0
2.0,4.0,0.0
16.0,11.0,15.0
30.0,33.0,32.0
16.0,24.0,25.0
20.0,24.0,18.0
9.0,1.0,1.0
36.0,30.0,31.0
23.0,17.0,29.0
15.0,16.0,12.0
9.0,9.0,14.0
42.0,45.0,36.0
37.0,53.0,42.0
39.0,35.0,37.0
19.0,20.0,21.0
2.0,3.0,2.0
25.0,20.0,22.0
48.0,48.0,43.0
0.0,0.0,0.0
133.0,133.0,131.0
0.0,0.0,0.0
25.0,23.0,33.0
178.0,197.0,184.0
8.0,9.0,9.0
12.0,7.0,11.0
48.0,47.0,40.0
21.0,17.0,27.0
4.0,6.0,1.0
25.0,29.0,20.0
46.0,34.0,47.0
5.0,6.0,2.0
68.0,65.0,57.0
10.0,8.0,11.0
15.0,18.0,19.0
10.0,14.0,13.0
11.0,15.0,15.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
1.0,7.0,6.0
3.0,0.0,3.0
9.0,5.0,6.0
12.0,9.0,11.0
5.0,3.0,0.0
27.0,33.0,30.0
94.0,88.0,107.0
71.0,51.0,58.0
9.0,7.0,3.0
41.0,36.0,41.0
86.0,75.0,88.0
39.0,44.0,25.0
11.0,15.0,8.0
14.0,9.0,10.0
14.0,8.0,13.0
5.0,11.0,10.0
16.0,23.0,19.0
13.0,8.0,8.0
7.0,6.0,10.0
20.0,15.0,22.0
54.0,57.0,57.0
17.0,12.0,17.0
6.0,8.0,5.0
14.0,16.0,13.0
3.0,9.0,10.0
27.0,25.0,35.0
37.0,49.0,40.0
19.0,10.0,8.0
10.0,11.0,10.0
29.0,26.0,23.0
0.0,0.0,0.0
9.0,10.0,10.0
6.0,8.0,6.0
17.0,18.0,22.0
63.0,49.0,52.0
85.0,78.0,83.0
0.0,0.0,0.0
10.0,9.0,8.0
14.0,14.0,14.0
21.0,20.0,16.0
10.0,15.0,13.0
4.0,4.0,2.0
15.0,7.0,10.0
12.0,14.0,13.0
19.0,15.0,15.0
1.0,3.0,1.0
97.0,86.0,102.0
49.0,45.0,59.0
11.0,9.0,10.0
2.0,2.0,1.0
19.0,14.0,15.0
8.0,13.0,4.0
28.0,43.0,31.0
1.0,3.0,1.0
37.0,38.0,57.0
14.0,19.0,16.0
0.0,0.0,0.0
84.0,85.0,81.0
7.0,5.0,7.0
73.0,76.0,71.0
33.0,32.0,37.0
16.0,14.0,8.0
0.0,0.0,0.0
36.0,32.0,33.0
48.0,56.0,56.0
60.0,44.0,65.0
41.0,36.0,39.0
25.0,25.0,27.0
16.0,22.0,19.0
0.0,0.0,0.0
20.0,20.0,21.0
31.0,23.0,20.0
4.0,1.0,3.0
68.0,60.0,65.0
26.0,31.0,38.0
9.0,8.0,5.0
12.0,18.0,17.0
30.0,30.0,33.0
0.0,6.0,1.0
16.0,14.0,12.0
37.0,31.0,47.0
9.0,6.0,9.0
13.0,11.0,10.0
2.0,5.0,4.0
78.0,78.0,76.0
7.0,4.0,4.0
8.0,12.0,12.0
44.0,56.0,39.0
30.0,40.0,31.0
11.0,9.0,10.0
30.0,31.0,26.0
15.0,20.0,18.0
9.0,9.0,9.0
0.0,1.0,2.0
15.0,6.0,7.0
40.0,34.0,38.0
14.0,11.0,13.0
44.0,39.0,40.0
16.0,13.0,23.0
6.0,0.0,3.0
67.0,71.0,74.0
53.0,44.0,49.0
23.0,22.0,34.0
14.0,23.0,16.0
74.0,60.0,69.0
75.0,78.0,73.0
4.0,6.0,9.0
4.0,3.0,5.0
7.0,6.0,7.0
11.0,3.0,5.0
0.0,0.0,0.0
93.0,90.0,103.0
41.0,33.0,33.0
10.0,11.0,5.0
8.0,4.0,2.0
16.0,14.0,20.0
5.0,6.0,7.0
0.0,0.0,0.0
11.0,13.0,13.0
0.0,0.0,0.0
0.0,0.0,0.0
14.0,10.0,7.0
16.0,12.0,11.0
28.0,31.0,31.0
27.0,36.0,28.0
5.0,6.0,6.0
8.0,10.0,6.0
12.0,3.0,15.0
4.0,0.0,4.0
7.0,9.0,4.0
34.0,27.0,41.0
35.0,39.0,52.0
25.0,22.0,16.0
67.0,64.0,61.0
15.0,15.0,10.0
17.0,20.0,13.0
0.0,0.0,0.0
32.0,26.0,22.0
24.0,25.0,20.0
25.0,22.0,29.0
23.0,30.0,24.0
4.0,2.0,5.0
1.0,1.0,1.0
3.0,2.0,3.0
30.0,29.0,40.0
2.0,3.0,1.0
18.0,18.0,22.0
9.0,9.0,11.0
6.0,5.0,2.0
6.0,2.0,5.0
13.0,10.0,8.0
153.0,161.0,167.0
2.0,3.0,1.0
18.0,17.0,20.0
7.0,7.0,7.0
29.0,19.0,19.0
4.0,5.0,3.0
7.0,3.0,4.0
11.0,9.0,9.0
30.0,21.0,26.0
86.0,78.0,85.0
40.0,36.0,40.0
3.0,2.0,5.0
7.0,8.0,5.0
23.0,26.0,21.0
6.0,12.0,11.0
11.0,9.0,6.0
85.0,74.0,78.0
10.0,12.0,12.0
2.0,3.0,5.0
6.0,1.0,3.0
20.0,28.0,22.0
0.0,0.0,0.0
12.0,13.0,10.0
7.0,5.0,8.0
6.0,4.0,9.0
7.0,5.0,8.0
11.0,5.0,3.0
0.0,2.0,1.0
9.0,6.0,13.0
15.0,19.0,17.0
7.0,11.0,13.0
38.0,40.0,40.0
7.0,11.0,8.0
8.0,6.0,8.0
5.0,2.0,5.0
4.0,3.0,3.0
25.0,21.0,27.0
39.0,32.0,23.0
0.0,0.0,0.0
43.0,43.0,41.0
39.0,45.0,46.0
5.0,6.0,6.0
5.0,5.0,7.0
9.0,9.0,11.0
25.0,30.0,25.0
19.0,20.0,16.0
9.0,10.0,8.0
22.0,16.0,20.0
53.0,45.0,41.0
5.0,0.0,2.0
32.0,36.0,29.0
17.0,13.0,21.0
35.0,24.0,25.0
19.0,18.0,33.0
13.0,8.0,7.0
96.0,96.0,91.0
35.0,28.0,35.0
25.0,21.0,22.0
25.0,41.0,39.0
22.0,19.0,13.0
1.0,0.0,3.0
78.0,81.0,78.0
97.0,84.0,91.0
12.0,8.0,9.0
46.0,50.0,44.0
25.0,17.0,22.0
14.0,9.0,11.0
14.0,13.0,17.0
6.0,5.0,3.0
18.0,18.0,22.0
20.0,18.0,25.0
2.0,8.0,6.0
15.0,21.0,16.0
68.0,70.0,62.0
3.0,8.0,5.0
15.0,17.0,18.0
4.0,2.0,0.0
30.0,31.0,21.0
4.0,7.0,2.0
8.0,7.0,14.0
0.0,0.0,0.0
