one,two,three
3.0,0.0,0.0
4.0,2.0,0.0
8.0,10.0,2.0
3.0,4.0,3.0
50.0,42.0,55.0
2.0,4.0,7.0
5.0,5.0,4.0
18.0,12.0,23.0
18.0,16.0,14.0
4.0,4.0,3.0
9.0,13.0,11.0
4.0,3.0,2.0
4.0,4.0,9.0
3.0,2.0,4.0
3.0,1.0,1.0
1.0,3.0,4.0
13.0,16.0,10.0
8.0,12.0,12.0
14.0,14.0,10.0
8.0,9.0,5.0
5.0,7.0,5.0
2.0,1.0,5.0
2.0,3.0,3.0
10.0,17.0,12.0
14.0,13.0,24.0
4.0,5.0,7.0
0.0,0.0,0.0
4.0,3.0,5.0
11.0,7.0,12.0
21.0,21.0,17.0
8.0,7.0,5.0
8.0,1.0,4.0
15.0,11.0,16.0
5.0,1.0,3.0
3.0,2.0,1.0
6.0,4.0,4.0
1.0,2.0,3.0
3.0,5.0,3.0
1.0,0.0,0.0
14.0,11.0,15.0
11.0,6.0,4.0
14.0,25.0,14.0
3.0,2.0,3.0
4.0,6.0,0.0
5.0,3.0,3.0
5.0,3.0,1.0
2.0,5.0,4.0
2.0,6.0,3.0
7.0,6.0,7.0
20.0,31.0,27.0
4.0,9.0,6.0
2.0,8.0,5.0
3.0,1.0,1.0
5.0,13.0,8.0
9.0,11.0,8.0
3.0,3.0,3.0
7.0,4.0,7.0
5.0,3.0,3.0
6.0,1.0,0.0
3.0,7.0,4.0
8.0,6.0,4.0
7.0,2.0,2.0
4.0,1.0,1.0
3.0,3.0,3.0
4.0,5.0,6.0
6.0,2.0,5.0
0.0,6.0,1.0
4.0,10.0,4.0
5.0,17.0,14.0
6.0,16.0,13.0
3.0,8.0,8.0
18.0,29.0,24.0
4.0,4.0,1.0
2.0,3.0,4.0
6.0,6.0,6.0
10.0,3.0,8.0
8.0,8.0,3.0
3.0,1.0,2.0
7.0,7.0,6.0
4.0,11.0,8.0
29.0,22.0,30.0
2.0,4.0,2.0
0.0,0.0,1.0
4.0,2.0,7.0
3.0,5.0,5.0
19.0,15.0,22.0
5.0,5.0,6.0
0.0,4.0,3.0
4.0,3.0,0.0
7.0,10.0,7.0
3.0,3.0,5.0
6.0,8.0,6.0
5.0,4.0,1.0
0.0,3.0,2.0
21.0,22.0,19.0
2.0,1.0,0.0
2.0,1.0,5.0
6.0,7.0,11.0
8.0,12.0,9.0
1.0,3.0,2.0
1.0,2.0,8.0
12.0,6.0,10.0
4.0,5.0,1.0
6.0,5.0,9.0
5.0,4.0,6.0
7.0,5.0,4.0
6.0,7.0,8.0
6.0,3.0,5.0
2.0,4.0,1.0
5.0,5.0,7.0
1.0,2.0,2.0
1.0,3.0,3.0
8.0,6.0,2.0
17.0,24.0,22.0
10.0,9.0,10.0
5.0,3.0,9.0
5.0,4.0,7.0
2.0,1.0,3.0
10.0,8.0,6.0
2.0,4.0,3.0
14.0,5.0,13.0
7.0,4.0,3.0
4.0,6.0,6.0
12.0,3.0,10.0
1.0,4.0,3.0
3.0,8.0,4.0
3.0,4.0,3.0
5.0,1.0,2.0
10.0,12.0,13.0
4.0,8.0,6.0
3.0,0.0,2.0
4.0,6.0,3.0
7.0,6.0,1.0
5.0,4.0,5.0
3.0,1.0,0.0
4.0,5.0,5.0
1.0,1.0,3.0
1.0,1.0,1.0
6.0,1.0,5.0
10.0,15.0,3.0
0.0,0.0,0.0
1.0,1.0,2.0
3.0,3.0,5.0
3.0,4.0,7.0
13.0,12.0,7.0
5.0,4.0,4.0
2.0,5.0,8.0
2.0,3.0,6.0
0.0,1.0,0.0
4.0,3.0,2.0
3.0,1.0,3.0
6.0,10.0,12.0
2.0,1.0,0.0
0.0,5.0,1.0
3.0,7.0,7.0
7.0,5.0,3.0
28.0,20.0,39.0
9.0,6.0,5.0
3.0,3.0,2.0
7.0,3.0,6.0
1.0,1.0,4.0
7.0,6.0,22.0
3.0,3.0,3.0
2.0,1.0,2.0
2.0,4.0,3.0
25.0,33.0,41.0
7.0,6.0,4.0
37.0,59.0,53.0
2.0,6.0,6.0
1.0,1.0,2.0
8.0,12.0,6.0
0.0,0.0,1.0
7.0,10.0,9.0
3.0,3.0,5.0
1.0,0.0,2.0
3.0,1.0,0.0
57.0,47.0,65.0
5.0,5.0,2.0
8.0,19.0,24.0
2.0,5.0,2.0
4.0,5.0,4.0
4.0,6.0,6.0
7.0,8.0,7.0
3.0,6.0,3.0
3.0,2.0,0.0
0.0,4.0,5.0
2.0,2.0,1.0
3.0,6.0,5.0
0.0,2.0,2.0
2.0,7.0,2.0
10.0,15.0,10.0
6.0,10.0,7.0
3.0,3.0,2.0
1.0,4.0,3.0
2.0,2.0,3.0
11.0,6.0,3.0
19.0,18.0,12.0
5.0,8.0,2.0
0.0,6.0,4.0
16.0,31.0,22.0
2.0,2.0,2.0
3.0,1.0,1.0
1.0,6.0,5.0
1.0,0.0,1.0
3.0,4.0,2.0
5.0,3.0,5.0
5.0,6.0,2.0
2.0,3.0,4.0
10.0,13.0,9.0
1.0,3.0,3.0
19.0,17.0,11.0
3.0,2.0,2.0
1.0,2.0,2.0
3.0,2.0,3.0
19.0,18.0,29.0
1.0,2.0,0.0
8.0,6.0,17.0
2.0,1.0,1.0
0.0,2.0,2.0
5.0,8.0,10.0
0.0,0.0,3.0
2.0,2.0,0.0
2.0,3.0,2.0
2.0,3.0,1.0
6.0,6.0,6.0
0.0,7.0,2.0
6.0,4.0,13.0
3.0,1.0,3.0
1.0,1.0,1.0
0.0,6.0,2.0
9.0,10.0,13.0
0.0,2.0,1.0
8.0,13.0,6.0
6.0,5.0,3.0
0.0,2.0,1.0
28.0,34.0,36.0
3.0,3.0,3.0
0.0,1.0,1.0
6.0,4.0,2.0
2.0,0.0,1.0
10.0,10.0,7.0
5.0,2.0,2.0
7.0,11.0,10.0
11.0,4.0,17.0
3.0,2.0,5.0
1.0,4.0,1.0
4.0,3.0,2.0
1.0,2.0,2.0
10.0,8.0,6.0
2.0,3.0,0.0
3.0,3.0,4.0
3.0,5.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
1.0,0.0,2.0
4.0,6.0,5.0
1.0,0.0,2.0
1.0,4.0,2.0
2.0,1.0,5.0
2.0,3.0,1.0
2.0,2.0,1.0
0.0,0.0,1.0
8.0,11.0,23.0
0.0,0.0,1.0
8.0,9.0,6.0
0.0,1.0,2.0
1.0,1.0,1.0
0.0,3.0,4.0
9.0,26.0,27.0
2.0,2.0,4.0
10.0,9.0,11.0
3.0,8.0,6.0
3.0,1.0,1.0
4.0,2.0,5.0
1.0,3.0,1.0
0.0,1.0,0.0
3.0,2.0,0.0
2.0,3.0,1.0
0.0,1.0,0.0
3.0,5.0,1.0
15.0,25.0,12.0
2.0,3.0,3.0
5.0,4.0,3.0
0.0,1.0,0.0
5.0,6.0,3.0
15.0,24.0,13.0
16.0,19.0,18.0
5.0,13.0,7.0
5.0,2.0,3.0
6.0,3.0,3.0
5.0,5.0,5.0
1.0,4.0,2.0
4.0,6.0,4.0
0.0,5.0,0.0
1.0,3.0,1.0
0.0,1.0,0.0
3.0,2.0,4.0
4.0,2.0,1.0
1.0,3.0,2.0
1.0,2.0,1.0
2.0,4.0,2.0
0.0,5.0,2.0
3.0,3.0,0.0
1.0,2.0,2.0
1.0,4.0,1.0
1.0,1.0,1.0
4.0,5.0,7.0
29.0,32.0,29.0
1.0,1.0,2.0
3.0,2.0,5.0
1.0,0.0,6.0
32.0,20.0,25.0
9.0,4.0,3.0
0.0,1.0,1.0
0.0,1.0,2.0
1.0,3.0,3.0
0.0,0.0,0.0
17.0,18.0,20.0
1.0,0.0,1.0
2.0,5.0,6.0
6.0,5.0,12.0
5.0,4.0,4.0
2.0,2.0,1.0
0.0,0.0,0.0
0.0,1.0,0.0
1.0,1.0,3.0
5.0,7.0,6.0
4.0,4.0,4.0
2.0,5.0,3.0
3.0,0.0,1.0
6.0,6.0,8.0
2.0,6.0,5.0
5.0,4.0,6.0
4.0,3.0,3.0
6.0,6.0,4.0
1.0,1.0,1.0
2.0,2.0,2.0
6.0,6.0,5.0
0.0,0.0,2.0
1.0,0.0,1.0
5.0,4.0,0.0
3.0,1.0,2.0
1.0,0.0,2.0
3.0,2.0,3.0
0.0,2.0,1.0
5.0,4.0,1.0
0.0,7.0,4.0
5.0,6.0,7.0
60.0,52.0,70.0
0.0,1.0,1.0
1.0,3.0,2.0
0.0,1.0,3.0
2.0,2.0,2.0
1.0,1.0,0.0
0.0,1.0,0.0
4.0,5.0,4.0
8.0,2.0,5.0
0.0,0.0,0.0
5.0,7.0,10.0
0.0,4.0,2.0
1.0,4.0,3.0
2.0,2.0,0.0
0.0,2.0,1.0
2.0,2.0,2.0
261.0,242.0,253.0
3.0,3.0,3.0
0.0,0.0,0.0
2.0,2.0,5.0
70.0,94.0,72.0
2.0,6.0,1.0
0.0,0.0,0.0
15.0,22.0,16.0
3.0,2.0,2.0
6.0,9.0,3.0
46.0,48.0,34.0
6.0,7.0,5.0
0.0,2.0,2.0
2.0,4.0,1.0
0.0,1.0,0.0
18.0,18.0,19.0
1.0,3.0,4.0
79.0,84.0,47.0
2.0,2.0,5.0
0.0,0.0,1.0
0.0,4.0,7.0
1.0,2.0,2.0
18.0,24.0,23.0
10.0,10.0,12.0
5.0,10.0,6.0
3.0,5.0,9.0
8.0,3.0,9.0
2.0,1.0,0.0
3.0,3.0,4.0
2.0,3.0,3.0
5.0,4.0,6.0
9.0,4.0,8.0
4.0,4.0,4.0
2.0,2.0,3.0
8.0,6.0,8.0
15.0,11.0,10.0
5.0,4.0,8.0
0.0,0.0,0.0
4.0,1.0,3.0
6.0,7.0,3.0
1.0,2.0,2.0
3.0,3.0,0.0
2.0,3.0,0.0
10.0,8.0,5.0
3.0,8.0,5.0
14.0,16.0,14.0
2.0,3.0,3.0
9.0,8.0,7.0
3.0,3.0,2.0
4.0,3.0,4.0
3.0,4.0,3.0
7.0,6.0,8.0
15.0,12.0,11.0
0.0,3.0,2.0
2.0,2.0,7.0
0.0,0.0,0.0
3.0,0.0,4.0
6.0,5.0,5.0
2.0,2.0,1.0
2.0,4.0,0.0
0.0,3.0,4.0
3.0,6.0,4.0
11.0,8.0,10.0
5.0,1.0,3.0
171.0,125.0,123.0
0.0,0.0,0.0
17.0,3.0,9.0
19.0,21.0,33.0
0.0,0.0,0.0
10.0,18.0,5.0
11.0,13.0,8.0
4.0,2.0,4.0
16.0,12.0,15.0
7.0,10.0,8.0
5.0,5.0,4.0
5.0,9.0,11.0
6.0,13.0,13.0
6.0,14.0,10.0
2.0,3.0,7.0
3.0,1.0,3.0
0.0,1.0,0.0
1.0,3.0,0.0
0.0,0.0,0.0
1.0,1.0,0.0
1.0,3.0,2.0
0.0,0.0,0.0
1.0,3.0,2.0
2.0,1.0,3.0
2.0,4.0,5.0
1.0,1.0,3.0
6.0,3.0,0.0
0.0,1.0,0.0
7.0,7.0,3.0
9.0,3.0,4.0
3.0,9.0,2.0
2.0,5.0,2.0
5.0,1.0,3.0
0.0,1.0,0.0
2.0,0.0,2.0
1.0,5.0,5.0
0.0,0.0,0.0
2.0,6.0,5.0
6.0,6.0,4.0
2.0,4.0,2.0
5.0,3.0,2.0
9.0,8.0,4.0
4.0,3.0,10.0
5.0,5.0,1.0
2.0,5.0,4.0
2.0,0.0,1.0
9.0,2.0,8.0
2.0,0.0,1.0
5.0,2.0,4.0
6.0,8.0,16.0
1.0,2.0,4.0
1.0,0.0,0.0
5.0,1.0,4.0
3.0,0.0,0.0
5.0,1.0,1.0
14.0,9.0,17.0
3.0,3.0,2.0
1.0,1.0,4.0
4.0,4.0,5.0
2.0,1.0,1.0
12.0,13.0,16.0
3.0,3.0,3.0
3.0,2.0,1.0
1.0,2.0,3.0
5.0,4.0,6.0
4.0,0.0,0.0
1.0,0.0,0.0
6.0,4.0,2.0
2.0,1.0,2.0
1.0,0.0,0.0
9.0,4.0,9.0
1.0,1.0,2.0
2.0,5.0,3.0
3.0,4.0,5.0
6.0,4.0,4.0
2.0,0.0,1.0
3.0,2.0,2.0
5.0,0.0,2.0
2.0,3.0,0.0
12.0,15.0,12.0
1.0,2.0,1.0
2.0,2.0,2.0
0.0,0.0,0.0
1.0,9.0,2.0
4.0,1.0,0.0
2.0,3.0,3.0
1.0,0.0,1.0
8.0,5.0,4.0
3.0,1.0,2.0
4.0,0.0,2.0
0.0,2.0,4.0
0.0,3.0,0.0
9.0,13.0,12.0
3.0,3.0,4.0
1.0,2.0,0.0
3.0,3.0,3.0
4.0,2.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
3.0,8.0,2.0
8.0,2.0,5.0
5.0,5.0,3.0
2.0,5.0,0.0
1.0,3.0,2.0
1.0,4.0,3.0
4.0,5.0,2.0
2.0,2.0,1.0
4.0,3.0,2.0
1.0,1.0,2.0
1.0,3.0,1.0
3.0,3.0,11.0
0.0,3.0,0.0
0.0,1.0,0.0
1.0,0.0,2.0
3.0,1.0,4.0
2.0,0.0,2.0
4.0,4.0,2.0
0.0,5.0,3.0
3.0,4.0,3.0
1.0,3.0,3.0
3.0,4.0,1.0
4.0,2.0,5.0
3.0,5.0,2.0
0.0,2.0,1.0
2.0,11.0,4.0
0.0,1.0,2.0
6.0,6.0,10.0
1.0,0.0,1.0
7.0,5.0,5.0
4.0,1.0,2.0
0.0,2.0,2.0
1.0,4.0,0.0
0.0,3.0,3.0
1.0,2.0,0.0
10.0,9.0,9.0
6.0,3.0,6.0
2.0,2.0,2.0
3.0,0.0,1.0
2.0,3.0,2.0
1.0,5.0,1.0
2.0,2.0,2.0
3.0,2.0,6.0
8.0,6.0,10.0
1.0,4.0,2.0
4.0,4.0,2.0
11.0,18.0,13.0
0.0,1.0,0.0
7.0,11.0,3.0
2.0,1.0,1.0
2.0,0.0,2.0
8.0,12.0,7.0
3.0,1.0,1.0
1.0,7.0,1.0
2.0,5.0,3.0
4.0,5.0,6.0
14.0,6.0,16.0
3.0,3.0,1.0
11.0,8.0,11.0
4.0,5.0,3.0
10.0,9.0,8.0
1.0,1.0,1.0
3.0,2.0,1.0
3.0,3.0,1.0
6.0,5.0,1.0
2.0,3.0,1.0
3.0,8.0,6.0
5.0,8.0,6.0
0.0,4.0,3.0
2.0,3.0,1.0
4.0,3.0,3.0
8.0,2.0,6.0
3.0,1.0,0.0
2.0,3.0,1.0
3.0,1.0,4.0
0.0,0.0,3.0
3.0,2.0,0.0
2.0,1.0,5.0
0.0,4.0,1.0
0.0,2.0,2.0
1.0,2.0,1.0
1.0,3.0,2.0
4.0,6.0,3.0
4.0,1.0,1.0
0.0,1.0,0.0
0.0,1.0,0.0
2.0,2.0,4.0
0.0,0.0,1.0
2.0,8.0,7.0
3.0,8.0,8.0
3.0,2.0,1.0
0.0,3.0,0.0
3.0,6.0,4.0
3.0,1.0,0.0
2.0,1.0,2.0
1.0,1.0,1.0
1.0,3.0,2.0
0.0,4.0,0.0
0.0,0.0,0.0
1.0,3.0,2.0
2.0,4.0,5.0
0.0,6.0,4.0
3.0,0.0,2.0
2.0,2.0,0.0
4.0,4.0,2.0
1.0,0.0,1.0
2.0,5.0,6.0
2.0,1.0,1.0
2.0,4.0,2.0
5.0,7.0,7.0
2.0,2.0,0.0
7.0,9.0,10.0
1.0,1.0,1.0
2.0,0.0,2.0
3.0,5.0,2.0
1.0,1.0,0.0
1.0,2.0,3.0
2.0,2.0,2.0
1.0,1.0,0.0
1.0,2.0,4.0
0.0,3.0,2.0
4.0,1.0,1.0
2.0,3.0,2.0
2.0,2.0,5.0
2.0,0.0,3.0
1.0,1.0,2.0
0.0,0.0,0.0
3.0,3.0,7.0
1.0,1.0,1.0
5.0,7.0,5.0
4.0,6.0,4.0
0.0,2.0,1.0
0.0,3.0,2.0
1.0,4.0,2.0
1.0,0.0,0.0
3.0,2.0,0.0
2.0,6.0,5.0
5.0,5.0,1.0
5.0,7.0,10.0
5.0,4.0,7.0
4.0,5.0,2.0
0.0,1.0,0.0
5.0,6.0,2.0
3.0,2.0,1.0
4.0,3.0,2.0
1.0,4.0,1.0
0.0,2.0,0.0
2.0,6.0,4.0
4.0,3.0,4.0
3.0,4.0,4.0
0.0,5.0,0.0
2.0,9.0,5.0
17.0,13.0,16.0
1.0,0.0,0.0
14.0,14.0,13.0
5.0,3.0,1.0
5.0,4.0,1.0
2.0,0.0,2.0
3.0,0.0,3.0
4.0,2.0,1.0
2.0,3.0,4.0
3.0,3.0,5.0
8.0,4.0,4.0
1.0,0.0,1.0
2.0,1.0,0.0
1.0,0.0,1.0
1.0,3.0,5.0
1.0,0.0,1.0
1.0,1.0,2.0
0.0,0.0,0.0
1.0,11.0,2.0
1.0,0.0,2.0
3.0,3.0,1.0
1.0,0.0,0.0
2.0,0.0,1.0
14.0,9.0,4.0
7.0,5.0,6.0
0.0,0.0,3.0
1.0,4.0,2.0
2.0,0.0,0.0
11.0,12.0,8.0
3.0,3.0,1.0
4.0,3.0,3.0
0.0,0.0,0.0
8.0,3.0,11.0
0.0,0.0,1.0
1.0,1.0,0.0
0.0,0.0,0.0
4.0,5.0,6.0
0.0,0.0,0.0
11.0,13.0,16.0
1.0,4.0,1.0
13.0,3.0,12.0
4.0,0.0,1.0
12.0,28.0,13.0
2.0,4.0,4.0
1.0,4.0,1.0
5.0,4.0,5.0
2.0,2.0,1.0
1.0,2.0,3.0
3.0,1.0,0.0
0.0,2.0,0.0
0.0,1.0,0.0
2.0,0.0,0.0
1.0,2.0,4.0
4.0,5.0,4.0
0.0,0.0,1.0
0.0,5.0,2.0
1.0,2.0,1.0
1.0,1.0,0.0
2.0,0.0,0.0
4.0,3.0,2.0
2.0,3.0,5.0
0.0,2.0,0.0
0.0,1.0,0.0
2.0,2.0,0.0
2.0,0.0,1.0
2.0,1.0,0.0
2.0,6.0,1.0
3.0,4.0,1.0
3.0,7.0,2.0
5.0,9.0,9.0
1.0,0.0,2.0
1.0,1.0,1.0
5.0,3.0,2.0
2.0,1.0,2.0
1.0,1.0,4.0
3.0,2.0,0.0
4.0,0.0,4.0
1.0,1.0,2.0
1.0,0.0,1.0
1.0,4.0,1.0
1.0,2.0,1.0
0.0,2.0,1.0
6.0,16.0,14.0
1.0,3.0,0.0
9.0,5.0,9.0
0.0,0.0,1.0
3.0,2.0,2.0
7.0,4.0,14.0
3.0,3.0,3.0
1.0,3.0,1.0
0.0,5.0,1.0
1.0,1.0,2.0
1.0,0.0,2.0
1.0,4.0,5.0
1.0,4.0,1.0
0.0,3.0,1.0
1.0,2.0,1.0
4.0,14.0,4.0
3.0,3.0,4.0
0.0,0.0,0.0
1.0,5.0,3.0
0.0,1.0,3.0
3.0,1.0,1.0
1.0,2.0,2.0
5.0,4.0,10.0
4.0,4.0,4.0
3.0,6.0,5.0
9.0,15.0,11.0
0.0,1.0,5.0
1.0,1.0,0.0
5.0,7.0,9.0
1.0,0.0,2.0
2.0,5.0,5.0
7.0,7.0,19.0
0.0,3.0,0.0
3.0,2.0,3.0
0.0,2.0,3.0
2.0,2.0,1.0
4.0,0.0,2.0
1.0,0.0,2.0
2.0,4.0,1.0
1.0,0.0,0.0
1.0,2.0,2.0
0.0,0.0,0.0
2.0,0.0,3.0
1.0,3.0,1.0
0.0,1.0,1.0
2.0,0.0,3.0
0.0,0.0,0.0
2.0,1.0,1.0
3.0,3.0,1.0
0.0,2.0,1.0
3.0,3.0,2.0
2.0,1.0,3.0
0.0,0.0,1.0
2.0,2.0,0.0
0.0,2.0,2.0
6.0,3.0,2.0
4.0,0.0,0.0
10.0,4.0,2.0
1.0,4.0,4.0
1.0,1.0,0.0
0.0,0.0,0.0
1.0,1.0,2.0
0.0,0.0,0.0
1.0,1.0,2.0
0.0,1.0,0.0
7.0,5.0,4.0
2.0,0.0,0.0
2.0,5.0,5.0
1.0,0.0,0.0
1.0,1.0,1.0
2.0,0.0,3.0
2.0,7.0,2.0
6.0,4.0,3.0
3.0,2.0,7.0
1.0,3.0,0.0
2.0,0.0,0.0
0.0,1.0,4.0
0.0,3.0,4.0
0.0,1.0,0.0
3.0,1.0,2.0
6.0,2.0,4.0
