one,two,three
90.0,82.0,62.0
20.0,18.0,20.0
11.0,16.0,26.0
22.0,21.0,25.0
8.0,7.0,12.0
26.0,21.0,18.0
12.0,12.0,10.0
21.0,16.0,15.0
30.0,32.0,27.0
26.0,32.0,26.0
4.0,3.0,5.0
61.0,61.0,54.0
20.0,18.0,17.0
123.0,115.0,124.0
14.0,11.0,15.0
9.0,14.0,12.0
11.0,12.0,5.0
41.0,42.0,26.0
10.0,6.0,5.0
29.0,32.0,32.0
1.0,4.0,2.0
29.0,27.0,31.0
46.0,51.0,37.0
25.0,25.0,19.0
44.0,52.0,54.0
9.0,15.0,10.0
7.0,5.0,9.0
12.0,5.0,4.0
37.0,31.0,30.0
7.0,6.0,3.0
24.0,17.0,10.0
26.0,21.0,23.0
0.0,0.0,0.0
10.0,12.0,13.0
32.0,38.0,31.0
22.0,17.0,19.0
19.0,17.0,22.0
43.0,23.0,31.0
35.0,45.0,45.0
18.0,21.0,20.0
30.0,23.0,26.0
16.0,15.0,14.0
4.0,10.0,7.0
7.0,2.0,1.0
41.0,33.0,38.0
41.0,35.0,37.0
10.0,12.0,15.0
10.0,7.0,6.0
32.0,23.0,29.0
24.0,12.0,29.0
2.0,7.0,2.0
28.0,21.0,24.0
6.0,7.0,5.0
1.0,4.0,1.0
19.0,23.0,21.0
15.0,21.0,17.0
39.0,37.0,36.0
170.0,163.0,145.0
21.0,22.0,22.0
41.0,43.0,55.0
5.0,14.0,7.0
48.0,42.0,51.0
54.0,34.0,35.0
24.0,28.0,21.0
25.0,31.0,27.0
32.0,27.0,31.0
39.0,36.0,31.0
43.0,54.0,38.0
16.0,24.0,27.0
0.0,0.0,0.0
7.0,7.0,8.0
0.0,0.0,0.0
26.0,17.0,20.0
6.0,2.0,6.0
14.0,12.0,11.0
13.0,13.0,15.0
0.0,1.0,1.0
105.0,109.0,111.0
9.0,9.0,6.0
57.0,58.0,60.0
2.0,1.0,1.0
0.0,1.0,0.0
7.0,6.0,6.0
28.0,35.0,52.0
17.0,20.0,16.0
10.0,15.0,6.0
16.0,10.0,17.0
5.0,2.0,5.0
18.0,19.0,10.0
0.0,1.0,0.0
73.0,78.0,73.0
32.0,31.0,24.0
30.0,37.0,41.0
34.0,29.0,26.0
11.0,17.0,10.0
14.0,4.0,12.0
20.0,14.0,23.0
8.0,5.0,5.0
0.0,0.0,0.0
28.0,29.0,25.0
0.0,0.0,0.0
4.0,3.0,2.0
28.0,24.0,23.0
5.0,7.0,3.0
5.0,5.0,2.0
4.0,5.0,2.0
3.0,4.0,2.0
11.0,16.0,5.0
3.0,3.0,5.0
21.0,17.0,11.0
49.0,43.0,34.0
9.0,8.0,3.0
41.0,34.0,30.0
27.0,23.0,23.0
47.0,57.0,53.0
4.0,3.0,3.0
30.0,28.0,42.0
2.0,5.0,6.0
0.0,0.0,0.0
4.0,1.0,1.0
19.0,15.0,18.0
9.0,9.0,15.0
8.0,7.0,2.0
3.0,4.0,4.0
56.0,54.0,57.0
4.0,7.0,4.0
15.0,10.0,17.0
7.0,2.0,3.0
26.0,25.0,28.0
8.0,5.0,2.0
6.0,7.0,5.0
23.0,19.0,19.0
1.0,2.0,0.0
9.0,12.0,11.0
2.0,4.0,4.0
7.0,7.0,8.0
19.0,16.0,10.0
2.0,5.0,5.0
14.0,10.0,10.0
52.0,64.0,67.0
0.0,3.0,1.0
1.0,0.0,0.0
4.0,2.0,7.0
19.0,11.0,13.0
1.0,2.0,2.0
8.0,10.0,10.0
7.0,6.0,6.0
21.0,13.0,20.0
4.0,2.0,4.0
0.0,2.0,1.0
26.0,24.0,38.0
21.0,31.0,30.0
4.0,4.0,6.0
19.0,21.0,18.0
12.0,9.0,11.0
20.0,20.0,15.0
20.0,25.0,21.0
5.0,8.0,9.0
1.0,0.0,0.0
1.0,1.0,3.0
8.0,3.0,2.0
10.0,8.0,13.0
20.0,15.0,11.0
19.0,19.0,15.0
4.0,4.0,4.0
21.0,16.0,9.0
25.0,14.0,22.0
22.0,21.0,16.0
4.0,3.0,4.0
14.0,18.0,11.0
2.0,5.0,2.0
4.0,11.0,11.0
59.0,59.0,53.0
46.0,48.0,54.0
10.0,8.0,13.0
4.0,7.0,10.0
36.0,36.0,30.0
7.0,5.0,8.0
8.0,9.0,8.0
23.0,18.0,21.0
6.0,2.0,3.0
44.0,50.0,34.0
4.0,5.0,3.0
13.0,11.0,15.0
21.0,20.0,13.0
8.0,6.0,3.0
13.0,8.0,16.0
7.0,4.0,3.0
13.0,11.0,6.0
0.0,0.0,0.0
12.0,14.0,8.0
11.0,17.0,20.0
15.0,10.0,13.0
48.0,45.0,58.0
5.0,9.0,6.0
25.0,28.0,22.0
11.0,8.0,11.0
7.0,5.0,7.0
21.0,17.0,23.0
3.0,1.0,5.0
34.0,33.0,31.0
81.0,84.0,92.0
3.0,3.0,2.0
77.0,85.0,76.0
21.0,17.0,18.0
0.0,0.0,0.0
8.0,1.0,2.0
3.0,2.0,2.0
0.0,0.0,0.0
9.0,9.0,6.0
2.0,2.0,2.0
4.0,2.0,4.0
6.0,6.0,5.0
7.0,6.0,4.0
4.0,3.0,2.0
12.0,14.0,13.0
12.0,10.0,8.0
53.0,61.0,54.0
7.0,4.0,6.0
43.0,47.0,47.0
6.0,6.0,7.0
25.0,22.0,14.0
8.0,9.0,9.0
4.0,7.0,9.0
23.0,23.0,19.0
0.0,0.0,0.0
43.0,34.0,37.0
14.0,16.0,18.0
3.0,1.0,4.0
24.0,24.0,18.0
2.0,2.0,2.0
27.0,18.0,23.0
10.0,4.0,8.0
2.0,3.0,8.0
28.0,19.0,29.0
0.0,0.0,0.0
7.0,5.0,12.0
5.0,1.0,6.0
8.0,5.0,7.0
2.0,1.0,1.0
14.0,17.0,16.0
10.0,10.0,9.0
5.0,4.0,1.0
4.0,6.0,8.0
0.0,0.0,0.0
9.0,7.0,6.0
7.0,6.0,5.0
2.0,1.0,0.0
43.0,56.0,44.0
42.0,33.0,32.0
7.0,7.0,7.0
5.0,10.0,6.0
20.0,24.0,28.0
4.0,2.0,2.0
14.0,13.0,8.0
49.0,33.0,35.0
1.0,6.0,3.0
12.0,10.0,14.0
18.0,19.0,9.0
19.0,24.0,13.0
2.0,2.0,6.0
90.0,78.0,73.0
4.0,18.0,12.0
53.0,45.0,43.0
0.0,1.0,1.0
5.0,4.0,3.0
31.0,32.0,35.0
54.0,48.0,43.0
65.0,65.0,70.0
3.0,5.0,6.0
4.0,6.0,1.0
55.0,64.0,65.0
7.0,2.0,6.0
0.0,0.0,0.0
44.0,47.0,48.0
6.0,9.0,5.0
4.0,3.0,3.0
29.0,24.0,27.0
9.0,9.0,12.0
19.0,21.0,19.0
6.0,5.0,3.0
10.0,10.0,6.0
10.0,5.0,6.0
36.0,38.0,31.0
0.0,1.0,0.0
51.0,52.0,55.0
34.0,39.0,34.0
26.0,29.0,21.0
38.0,47.0,45.0
13.0,9.0,10.0
57.0,60.0,48.0
20.0,15.0,9.0
6.0,8.0,6.0
27.0,26.0,17.0
25.0,28.0,26.0
29.0,34.0,29.0
29.0,23.0,18.0
3.0,7.0,4.0
11.0,7.0,9.0
17.0,10.0,7.0
7.0,3.0,8.0
10.0,13.0,12.0
0.0,0.0,0.0
4.0,0.0,4.0
19.0,16.0,17.0
49.0,39.0,53.0
86.0,79.0,87.0
5.0,9.0,5.0
12.0,6.0,12.0
2.0,5.0,3.0
4.0,10.0,6.0
48.0,40.0,37.0
45.0,37.0,46.0
155.0,147.0,152.0
6.0,11.0,5.0
22.0,24.0,14.0
3.0,3.0,2.0
90.0,76.0,88.0
6.0,9.0,7.0
23.0,21.0,24.0
9.0,13.0,5.0
90.0,91.0,93.0
31.0,27.0,31.0
76.0,81.0,66.0
18.0,18.0,16.0
5.0,8.0,6.0
2.0,4.0,6.0
34.0,33.0,29.0
39.0,35.0,32.0
17.0,14.0,18.0
22.0,14.0,20.0
42.0,48.0,43.0
5.0,8.0,5.0
4.0,3.0,3.0
10.0,12.0,4.0
13.0,13.0,16.0
4.0,3.0,4.0
15.0,21.0,13.0
18.0,21.0,22.0
7.0,9.0,12.0
20.0,17.0,17.0
4.0,4.0,0.0
52.0,49.0,49.0
55.0,53.0,67.0
70.0,77.0,75.0
33.0,34.0,41.0
3.0,1.0,3.0
71.0,67.0,67.0
3.0,2.0,1.0
30.0,30.0,19.0
4.0,12.0,4.0
31.0,30.0,41.0
4.0,5.0,5.0
11.0,7.0,8.0
26.0,27.0,33.0
2.0,0.0,2.0
27.0,24.0,20.0
11.0,7.0,6.0
24.0,22.0,15.0
4.0,6.0,4.0
15.0,14.0,14.0
33.0,28.0,23.0
1.0,3.0,2.0
14.0,24.0,14.0
38.0,38.0,42.0
3.0,3.0,5.0
37.0,47.0,42.0
5.0,6.0,6.0
3.0,0.0,1.0
16.0,18.0,12.0
44.0,56.0,59.0
47.0,37.0,27.0
29.0,25.0,25.0
19.0,21.0,18.0
68.0,68.0,60.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,5.0,3.0
1.0,0.0,0.0
13.0,11.0,10.0
23.0,19.0,17.0
11.0,4.0,11.0
13.0,16.0,11.0
6.0,4.0,8.0
5.0,4.0,3.0
41.0,37.0,43.0
14.0,14.0,15.0
10.0,14.0,17.0
7.0,11.0,9.0
3.0,3.0,2.0
20.0,11.0,17.0
3.0,6.0,2.0
2.0,2.0,6.0
16.0,16.0,15.0
42.0,36.0,41.0
9.0,5.0,9.0
6.0,4.0,4.0
2.0,3.0,3.0
1.0,4.0,2.0
13.0,18.0,19.0
2.0,1.0,2.0
2.0,2.0,0.0
20.0,16.0,23.0
16.0,25.0,18.0
10.0,4.0,7.0
4.0,4.0,3.0
15.0,20.0,12.0
20.0,22.0,12.0
10.0,10.0,10.0
6.0,7.0,13.0
27.0,21.0,30.0
4.0,4.0,4.0
8.0,4.0,2.0
59.0,66.0,79.0
14.0,10.0,16.0
27.0,28.0,26.0
24.0,18.0,19.0
2.0,2.0,3.0
88.0,81.0,81.0
54.0,50.0,44.0
27.0,24.0,14.0
38.0,32.0,28.0
1.0,3.0,3.0
69.0,73.0,64.0
9.0,9.0,5.0
43.0,50.0,55.0
4.0,4.0,10.0
36.0,33.0,47.0
8.0,8.0,5.0
14.0,14.0,18.0
2.0,2.0,4.0
14.0,7.0,9.0
15.0,16.0,14.0
15.0,12.0,7.0
20.0,20.0,11.0
4.0,3.0,2.0
3.0,6.0,2.0
0.0,1.0,0.0
15.0,25.0,24.0
1.0,4.0,6.0
12.0,8.0,8.0
17.0,10.0,14.0
19.0,18.0,11.0
3.0,0.0,2.0
15.0,13.0,13.0
32.0,37.0,31.0
28.0,28.0,28.0
1.0,5.0,3.0
2.0,1.0,1.0
20.0,16.0,20.0
40.0,39.0,43.0
20.0,15.0,16.0
13.0,11.0,9.0
2.0,1.0,4.0
16.0,12.0,17.0
6.0,6.0,9.0
10.0,5.0,8.0
9.0,6.0,3.0
8.0,8.0,8.0
12.0,15.0,8.0
16.0,14.0,7.0
22.0,24.0,22.0
26.0,28.0,30.0
92.0,83.0,88.0
8.0,12.0,11.0
14.0,18.0,20.0
42.0,43.0,30.0
22.0,18.0,17.0
4.0,3.0,3.0
2.0,3.0,6.0
0.0,0.0,0.0
15.0,22.0,18.0
8.0,8.0,7.0
0.0,0.0,1.0
12.0,11.0,12.0
35.0,34.0,37.0
64.0,70.0,59.0
29.0,30.0,26.0
7.0,12.0,9.0
13.0,9.0,8.0
33.0,30.0,27.0
8.0,5.0,5.0
6.0,3.0,4.0
5.0,6.0,8.0
20.0,25.0,23.0
6.0,4.0,2.0
1.0,0.0,0.0
91.0,95.0,93.0
31.0,26.0,24.0
2.0,2.0,3.0
47.0,51.0,39.0
42.0,32.0,41.0
46.0,47.0,47.0
5.0,3.0,3.0
8.0,7.0,5.0
41.0,43.0,34.0
28.0,23.0,21.0
25.0,23.0,31.0
32.0,28.0,26.0
7.0,11.0,10.0
9.0,13.0,11.0
56.0,50.0,63.0
17.0,22.0,22.0
3.0,4.0,0.0
0.0,1.0,0.0
54.0,52.0,47.0
11.0,7.0,10.0
195.0,195.0,178.0
13.0,21.0,20.0
7.0,7.0,8.0
18.0,16.0,14.0
15.0,21.0,12.0
24.0,20.0,16.0
6.0,2.0,5.0
7.0,13.0,7.0
1.0,0.0,2.0
41.0,43.0,37.0
53.0,46.0,54.0
6.0,5.0,6.0
2.0,2.0,2.0
1.0,4.0,2.0
0.0,0.0,0.0
5.0,3.0,2.0
7.0,3.0,1.0
7.0,7.0,8.0
8.0,6.0,5.0
13.0,8.0,7.0
39.0,31.0,40.0
58.0,63.0,60.0
4.0,7.0,16.0
81.0,79.0,69.0
3.0,6.0,8.0
5.0,9.0,6.0
4.0,5.0,2.0
4.0,6.0,9.0
45.0,43.0,43.0
6.0,7.0,12.0
45.0,36.0,46.0
38.0,34.0,31.0
5.0,6.0,3.0
5.0,9.0,5.0
20.0,24.0,17.0
19.0,8.0,7.0
43.0,33.0,43.0
60.0,60.0,46.0
9.0,5.0,4.0
22.0,15.0,12.0
4.0,0.0,2.0
22.0,15.0,21.0
14.0,15.0,16.0
5.0,2.0,2.0
34.0,37.0,33.0
4.0,5.0,4.0
23.0,13.0,14.0
10.0,16.0,14.0
22.0,26.0,25.0
19.0,16.0,5.0
7.0,6.0,11.0
10.0,8.0,13.0
63.0,59.0,71.0
12.0,2.0,11.0
35.0,44.0,35.0
20.0,22.0,28.0
0.0,1.0,0.0
46.0,43.0,35.0
14.0,16.0,10.0
0.0,1.0,0.0
16.0,17.0,12.0
10.0,6.0,8.0
0.0,1.0,0.0
16.0,23.0,14.0
2.0,4.0,4.0
7.0,9.0,6.0
8.0,3.0,4.0
23.0,30.0,20.0
19.0,26.0,9.0
12.0,10.0,13.0
7.0,7.0,8.0
12.0,16.0,18.0
0.0,0.0,0.0
31.0,33.0,29.0
6.0,3.0,6.0
22.0,30.0,18.0
56.0,39.0,44.0
4.0,6.0,2.0
10.0,13.0,25.0
16.0,12.0,14.0
2.0,3.0,3.0
5.0,7.0,6.0
22.0,22.0,32.0
23.0,20.0,20.0
16.0,10.0,12.0
15.0,18.0,11.0
13.0,8.0,12.0
40.0,30.0,25.0
6.0,6.0,5.0
7.0,11.0,10.0
8.0,7.0,11.0
7.0,4.0,5.0
36.0,28.0,23.0
24.0,23.0,21.0
14.0,15.0,16.0
19.0,21.0,15.0
31.0,35.0,31.0
3.0,6.0,5.0
22.0,12.0,14.0
23.0,23.0,24.0
12.0,11.0,16.0
52.0,49.0,47.0
26.0,22.0,23.0
6.0,10.0,11.0
3.0,9.0,8.0
9.0,19.0,18.0
4.0,4.0,3.0
12.0,8.0,6.0
0.0,7.0,3.0
19.0,20.0,23.0
5.0,9.0,10.0
17.0,19.0,14.0
0.0,0.0,0.0
5.0,7.0,7.0
16.0,18.0,19.0
46.0,39.0,41.0
22.0,18.0,18.0
6.0,7.0,4.0
21.0,20.0,14.0
11.0,5.0,7.0
8.0,5.0,8.0
18.0,21.0,20.0
7.0,7.0,10.0
88.0,100.0,93.0
62.0,79.0,71.0
1.0,4.0,0.0
2.0,7.0,4.0
21.0,9.0,13.0
49.0,38.0,43.0
18.0,13.0,6.0
10.0,7.0,11.0
0.0,0.0,0.0
6.0,2.0,3.0
13.0,16.0,13.0
1.0,0.0,1.0
7.0,8.0,8.0
14.0,12.0,9.0
8.0,10.0,8.0
33.0,30.0,25.0
5.0,5.0,8.0
10.0,15.0,15.0
1.0,2.0,3.0
0.0,1.0,0.0
14.0,20.0,18.0
6.0,4.0,2.0
12.0,12.0,15.0
15.0,11.0,9.0
8.0,2.0,3.0
29.0,22.0,29.0
42.0,37.0,43.0
16.0,8.0,11.0
0.0,0.0,1.0
0.0,0.0,0.0
13.0,9.0,12.0
43.0,41.0,35.0
64.0,68.0,53.0
14.0,5.0,13.0
21.0,19.0,28.0
61.0,61.0,58.0
23.0,20.0,30.0
25.0,30.0,19.0
7.0,6.0,4.0
6.0,9.0,8.0
7.0,13.0,6.0
55.0,49.0,40.0
56.0,53.0,44.0
8.0,9.0,13.0
35.0,34.0,32.0
26.0,33.0,33.0
6.0,11.0,8.0
53.0,39.0,38.0
38.0,40.0,33.0
17.0,16.0,19.0
11.0,9.0,8.0
35.0,34.0,30.0
20.0,26.0,16.0
9.0,14.0,12.0
32.0,20.0,13.0
29.0,29.0,37.0
20.0,15.0,20.0
114.0,116.0,113.0
13.0,19.0,18.0
13.0,11.0,14.0
16.0,14.0,11.0
5.0,8.0,6.0
4.0,10.0,9.0
19.0,12.0,13.0
67.0,61.0,61.0
8.0,6.0,8.0
41.0,30.0,29.0
15.0,17.0,22.0
0.0,0.0,0.0
8.0,4.0,6.0
13.0,15.0,12.0
5.0,5.0,6.0
21.0,21.0,16.0
86.0,102.0,97.0
50.0,41.0,36.0
8.0,9.0,7.0
12.0,11.0,5.0
31.0,23.0,25.0
4.0,9.0,6.0
15.0,17.0,19.0
27.0,29.0,28.0
27.0,37.0,28.0
62.0,55.0,58.0
0.0,0.0,0.0
17.0,15.0,29.0
49.0,54.0,49.0
8.0,3.0,11.0
8.0,2.0,8.0
7.0,5.0,6.0
8.0,7.0,5.0
20.0,30.0,19.0
47.0,58.0,45.0
29.0,22.0,31.0
7.0,3.0,10.0
7.0,6.0,8.0
0.0,0.0,0.0
10.0,15.0,18.0
20.0,19.0,19.0
27.0,30.0,25.0
13.0,8.0,10.0
1.0,1.0,2.0
11.0,5.0,7.0
0.0,0.0,1.0
4.0,8.0,3.0
8.0,5.0,1.0
14.0,17.0,10.0
10.0,9.0,12.0
177.0,150.0,150.0
6.0,5.0,10.0
35.0,24.0,22.0
2.0,1.0,1.0
22.0,15.0,18.0
26.0,30.0,28.0
6.0,4.0,4.0
4.0,1.0,1.0
20.0,25.0,10.0
16.0,12.0,13.0
21.0,25.0,23.0
22.0,30.0,40.0
21.0,13.0,19.0
73.0,72.0,59.0
9.0,8.0,9.0
12.0,11.0,12.0
13.0,17.0,5.0
47.0,46.0,42.0
47.0,48.0,49.0
9.0,5.0,5.0
13.0,9.0,11.0
2.0,2.0,0.0
6.0,9.0,4.0
5.0,4.0,4.0
53.0,43.0,50.0
11.0,7.0,8.0
24.0,18.0,21.0
3.0,4.0,6.0
32.0,25.0,28.0
2.0,3.0,2.0
7.0,8.0,5.0
6.0,7.0,12.0
18.0,9.0,8.0
38.0,38.0,36.0
24.0,23.0,20.0
13.0,16.0,17.0
2.0,0.0,3.0
0.0,0.0,0.0
17.0,19.0,28.0
10.0,5.0,7.0
27.0,22.0,20.0
50.0,41.0,42.0
4.0,6.0,10.0
1.0,2.0,3.0
5.0,8.0,10.0
7.0,10.0,8.0
12.0,13.0,11.0
22.0,23.0,26.0
11.0,5.0,2.0
5.0,4.0,4.0
62.0,68.0,64.0
31.0,29.0,32.0
7.0,1.0,4.0
6.0,7.0,4.0
39.0,36.0,30.0
7.0,8.0,8.0
17.0,14.0,16.0
3.0,3.0,4.0
2.0,5.0,2.0
107.0,82.0,93.0
7.0,12.0,8.0
2.0,2.0,1.0
4.0,5.0,4.0
70.0,59.0,55.0
9.0,10.0,11.0
0.0,0.0,0.0
13.0,11.0,10.0
5.0,2.0,8.0
39.0,51.0,48.0
19.0,17.0,18.0
9.0,7.0,7.0
7.0,9.0,8.0
31.0,30.0,29.0
2.0,4.0,1.0
15.0,10.0,16.0
5.0,3.0,6.0
60.0,44.0,36.0
8.0,9.0,8.0
7.0,7.0,3.0
90.0,87.0,78.0
12.0,22.0,17.0
12.0,2.0,11.0
14.0,13.0,18.0
94.0,102.0,99.0
8.0,1.0,4.0
39.0,37.0,40.0
8.0,9.0,3.0
25.0,22.0,20.0
44.0,51.0,41.0
8.0,8.0,14.0
7.0,11.0,6.0
7.0,6.0,9.0
58.0,48.0,48.0
3.0,4.0,1.0
36.0,40.0,44.0
17.0,23.0,20.0
20.0,15.0,8.0
6.0,5.0,5.0
19.0,7.0,20.0
13.0,12.0,14.0
28.0,27.0,21.0
96.0,99.0,90.0
96.0,102.0,110.0
16.0,26.0,18.0
12.0,10.0,1.0
4.0,3.0,9.0
56.0,45.0,52.0
23.0,15.0,14.0
47.0,41.0,47.0
215.0,208.0,204.0
4.0,8.0,10.0
46.0,48.0,41.0
24.0,27.0,25.0
13.0,9.0,13.0
10.0,12.0,12.0
5.0,10.0,15.0
24.0,19.0,21.0
6.0,3.0,4.0
6.0,11.0,11.0
1.0,0.0,0.0
13.0,13.0,13.0
28.0,30.0,28.0
9.0,4.0,4.0
28.0,23.0,16.0
11.0,4.0,9.0
11.0,12.0,12.0
54.0,44.0,46.0
2.0,2.0,3.0
23.0,28.0,25.0
1.0,1.0,0.0
1.0,1.0,0.0
46.0,39.0,43.0
1.0,2.0,0.0
0.0,0.0,0.0
13.0,16.0,9.0
24.0,35.0,30.0
24.0,20.0,20.0
11.0,4.0,5.0
6.0,7.0,8.0
14.0,29.0,23.0
5.0,7.0,4.0
9.0,10.0,5.0
47.0,47.0,51.0
2.0,2.0,0.0
185.0,189.0,204.0
13.0,3.0,5.0
2.0,2.0,0.0
52.0,50.0,55.0
2.0,3.0,9.0
88.0,89.0,85.0
7.0,8.0,8.0
15.0,8.0,8.0
1.0,0.0,0.0
4.0,5.0,7.0
10.0,14.0,9.0
0.0,0.0,0.0
46.0,45.0,44.0
9.0,8.0,7.0
21.0,17.0,23.0
75.0,72.0,67.0
43.0,30.0,35.0
18.0,14.0,15.0
0.0,2.0,2.0
9.0,2.0,8.0
2.0,4.0,1.0
1.0,2.0,1.0
7.0,4.0,4.0
0.0,3.0,5.0
1.0,2.0,1.0
2.0,4.0,0.0
114.0,119.0,103.0
10.0,3.0,11.0
29.0,34.0,31.0
21.0,23.0,23.0
82.0,78.0,78.0
40.0,39.0,41.0
9.0,9.0,14.0
14.0,20.0,11.0
13.0,13.0,19.0
0.0,0.0,0.0
14.0,9.0,6.0
20.0,14.0,13.0
26.0,24.0,20.0
4.0,0.0,0.0
6.0,7.0,4.0
23.0,20.0,22.0
3.0,4.0,5.0
7.0,3.0,5.0
16.0,20.0,17.0
0.0,3.0,0.0
3.0,2.0,4.0
37.0,33.0,39.0
3.0,0.0,4.0
45.0,43.0,50.0
0.0,0.0,0.0
11.0,10.0,5.0
25.0,16.0,24.0
3.0,3.0,2.0
19.0,24.0,17.0
14.0,11.0,8.0
18.0,15.0,17.0
8.0,6.0,8.0
6.0,8.0,9.0
12.0,10.0,9.0
1.0,3.0,0.0
23.0,25.0,17.0
12.0,13.0,14.0
6.0,6.0,3.0
23.0,19.0,23.0
37.0,30.0,33.0
0.0,0.0,0.0
33.0,29.0,27.0
2.0,0.0,3.0
40.0,42.0,36.0
0.0,4.0,0.0
3.0,0.0,1.0
9.0,9.0,5.0
9.0,14.0,10.0
1.0,0.0,0.0
20.0,20.0,25.0
17.0,16.0,11.0
45.0,43.0,37.0
35.0,43.0,49.0
22.0,25.0,18.0
25.0,15.0,13.0
17.0,17.0,19.0
26.0,29.0,19.0
0.0,0.0,0.0
0.0,0.0,0.0
19.0,27.0,24.0
9.0,5.0,7.0
22.0,19.0,22.0
18.0,27.0,21.0
5.0,1.0,6.0
49.0,61.0,49.0
19.0,22.0,21.0
38.0,24.0,29.0
0.0,0.0,1.0
16.0,11.0,14.0
14.0,10.0,12.0
71.0,59.0,59.0
9.0,9.0,7.0
15.0,11.0,17.0
12.0,10.0,11.0
8.0,5.0,9.0
1.0,0.0,0.0
27.0,34.0,33.0
6.0,6.0,6.0
4.0,2.0,1.0
9.0,6.0,3.0
10.0,12.0,8.0
1.0,6.0,7.0
4.0,3.0,3.0
18.0,14.0,20.0
3.0,3.0,3.0
0.0,0.0,0.0
12.0,6.0,4.0
4.0,4.0,3.0
0.0,0.0,0.0
6.0,8.0,10.0
15.0,13.0,14.0
54.0,44.0,52.0
15.0,8.0,11.0
15.0,23.0,9.0
0.0,0.0,0.0
17.0,19.0,14.0
15.0,12.0,14.0
139.0,145.0,136.0
39.0,35.0,49.0
1.0,1.0,0.0
18.0,23.0,15.0
3.0,1.0,2.0
5.0,10.0,6.0
21.0,20.0,23.0
23.0,18.0,22.0
49.0,46.0,46.0
62.0,54.0,51.0
1.0,1.0,0.0
2.0,4.0,2.0
12.0,11.0,7.0
0.0,1.0,1.0
12.0,8.0,13.0
21.0,25.0,25.0
33.0,30.0,29.0
36.0,23.0,26.0
22.0,20.0,20.0
11.0,10.0,11.0
23.0,20.0,21.0
6.0,3.0,6.0
23.0,29.0,22.0
25.0,15.0,19.0
8.0,9.0,7.0
1.0,3.0,4.0
15.0,12.0,11.0
15.0,15.0,15.0
22.0,19.0,26.0
36.0,38.0,39.0
39.0,47.0,37.0
0.0,0.0,0.0
11.0,11.0,10.0
17.0,20.0,16.0
23.0,20.0,21.0
20.0,19.0,22.0
9.0,8.0,4.0
4.0,3.0,8.0
39.0,32.0,36.0
15.0,13.0,12.0
